domain	position
I11	0.241967213115
I11	0.159970781592
I11	0.238410596026
I11	0.243386243386
I11	0.142962417097
I11	0.137601177336
I11	0.239030779306
I11	0.14406779661
I11	0.217086834734
I11	0.221923335575
I11	0.243152972612
I11	0.301298701299
I11	0.118489583333
I11	0.287148594378
I11	0.534018987342
I11	0.528044871795
I11	0.455824863174
I11	0.525868178597
I11	0.491254752852
I11	0.499626028422
I11	0.249468462084
I11	0.194676806084
I11	0.192969334331
I11	0.150899139953
I11	0.133526850508
I11	0.175986842105
I11	0.215120274914
I11	0.416590701914
I11	0.473466574776
I11	0.151450813871
I11	0.113165680473
I11	0.487394957983
I11	0.129957291031
I11	0.474226804124
I11	0.213645761544
I11	0.482178883658
I11	0.492468893255
I11	0.498677248677
I11	0.421633554084
I11	0.427413411938
I11	0.418335901387
I11	0.390796703297
I11	0.224683544304
I11	0.228365384615
I11	0.495737704918
I11	0.363636363636
I11	0.132554945055
I11	0.219562243502
I11	0.442658875091
I11	0.494701986755
I11	0.50167000668
I11	0.362637362637
I11	0.477428180575
I11	0.278716216216
I11	0.880620155039
I11	0.434178250204
I11	0.520408163265
I11	0.624675324675
I17	0.078125
I17	0.0829457364341
I17	0.089259796807
I17	0.0841856805665
I17	0.0761979575805
I17	0.064280980782
I17	0.0739893211289
I17	0.562062380649
I17	0.554421768707
I17	0.811387900356
I17	0.824302134647
I17	0.625744047619
I17	0.566600397614
I17	0.671641791045
I17	0.651411136537
I17	0.670542635659
I17	0.584590517241
I17	0.76669893514
I17	0.508992805755
I17	0.680566483084
I17	0.625619249823
I17	0.768
I17	0.764402407567
I17	0.646153846154
I17	0.680574555404
I17	0.681568088033
I17	0.688470973017
I17	0.505829015544
I17	0.54283887468
I17	0.547936893204
I17	0.5
I17	0.778284671533
I40	0.351473922902
I40	0.340547422024
I40	0.41385597083
I40	0.425202652911
I40	0.499665998664
I40	0.419426048565
I40	0.523742026931
I40	0.48897338403
I40	0.497382198953
I40	0.472164948454
I40	0.388736263736
I40	0.360576923077
I40	0.453479280688
I40	0.48016139879
I40	0.490504256713
I40	0.485294117647
I40	0.496693121693
I40	0.493770491803
I40	0.471399035148
I40	0.277027027027
I40	0.484375
I40	0.53164556962
I40	0.525641025641
I40	0.490213523132
I40	0.389136904762
I40	0.421921921922
I40	0.440467494522
I40	0.492715231788
I40	0.47537619699
I40	0.301558752998
I40	0.475240715268
I40	0.416024653313
I40	0.393489030432
I40	0.421875
I40	0.56157635468
I40	0.109034267913
I40	0.43172526574
I40	0.430448222566
I40	0.404705882353
I40	0.283251231527
I40	0.496376811594
I40	0.498666666667
I40	0.401538461538
I40	0.356037151703
I40	0.405267008047
I40	0.452091767881
I40	0.440656565657
I40	0.490875912409
I40	0.316744730679
I40	0.476777939042
I40	0.637028014616
I40	0.386347642505
I40	0.56050338819
I40	0.373870743572
I40	0.481513327601
I40	0.393168604651
I40	0.557842441448
I40	0.486314449395
I40	0.455445544554
I40	0.431007751938
I40	0.347150259067
I40	0.386828644501
I40	0.478139534884
I40	0.340412621359
I40	0.375651041667
I40	0.361805979256
I40	0.355864811133
I40	0.430369787569
I40	0.424031007752
I40	0.421838177533
I40	0.408848207475
I40	0.57360959651
I40	0.420382165605
I40	0.394230769231
I40	0.399129172714
I40	0.530852105779
I40	0.580921757771
I40	0.55306122449
I40	0.549471661864
I40	0.336159903089
I40	0.331739390317
I40	0.330063473745
I40	0.32361516035
I40	0.41006097561
I40	0.296987951807
I40	0.593065693431
I40	0.227758007117
I06	0.717436250861
I06	0.719562243502
I06	0.720770288858
I06	0.680820948337
I06	0.666420118343
I06	0.786311787072
I06	0.789827973074
I06	0.752150117279
I06	0.716838487973
I06	0.837025316456
I06	0.834935897436
I06	0.800850460666
I06	0.738048461035
I06	0.634615384615
I06	0.606456043956
I06	0.582497721057
I06	0.679245283019
I06	0.600254614895
I06	0.621744791667
I06	0.735709482179
I06	0.821333333333
I06	0.727562062381
I06	0.705610561056
I06	0.580703883495
I06	0.717311906501
I06	0.743708609272
I06	0.711127487104
I06	0.533957845433
I06	0.698307579102
I06	0.687584345479
I06	0.739478957916
I06	0.660570592538
I06	0.616918103448
I06	0.73589533933
I06	0.607024519549
I06	0.717829457364
I06	0.719560094266
I06	0.697940503432
I06	0.745098039216
I06	0.709553158706
I06	0.866548042705
I06	0.696470588235
I06	0.728560188828
I06	0.743386243386
I06	0.873563218391
I06	0.668082094834
I06	0.826117814053
I06	0.626160990712
I06	0.668604651163
I06	0.615705350938
I06	0.670386904762
I06	0.743606557377
I06	0.58843537415
I06	0.231048805815
I06	0.831204379562
I06	0.684343434343
I06	0.611541168191
I06	0.814273430782
I06	0.848731884058
I06	0.545336787565
I06	0.727906976744
I06	0.544964028777
I06	0.730043541364
I06	0.692307692308
I06	0.52380952381
I06	0.49268018018
I06	0.824782187803
I06	0.71021021021
I06	0.587027914614
I06	0.782072368421
I06	0.582672361196
I06	0.710973724884
I06	0.581841432225
I06	0.823255813953
I06	0.901056676273
I06	0.894897959184
I06	0.943293347874
I06	0.813953488372
I06	0.814538676608
I06	0.813320825516
I06	0.812382739212
I07	0.366473149492
I07	0.346354166667
I07	0.388138138138
I07	0.491849751949
I07	0.496044303797
I07	0.454752851711
I07	0.463724756918
I07	0.326043737575
I07	0.386488609584
I07	0.374523264683
I07	0.466931216931
I07	0.313106796117
I07	0.419467787115
I07	0.251689189189
I07	0.395672333849
I07	0.354679802956
I07	0.342599027102
I07	0.449899125757
I07	0.461034708579
I07	0.386313465784
I07	0.464262295082
I07	0.407596785975
I07	0.392041267502
I07	0.462913907285
I07	0.453781512605
I07	0.381355932203
I07	0.446546052632
I07	0.388535031847
I07	0.360946745562
I07	0.321207430341
I07	0.372348207754
I07	0.35782967033
I07	0.32967032967
I07	0.421727395412
I07	0.44412191582
I07	0.450177935943
I07	0.394964594807
I07	0.389147286822
I07	0.418295543393
I07	0.441237113402
I07	0.246305418719
I07	0.372835004558
I07	0.395348837209
I07	0.394930498774
I07	0.334350213545
I07	0.469605878424
I07	0.440385940731
I07	0.486777668952
I07	0.444596443228
I07	0.444291609354
I07	0.52453653217
I07	0.532690246517
I07	0.454710144928
I07	0.411616161616
I07	0.355654761905
I07	0.397629310345
I07	0.369411764706
I07	0.274580335731
I07	0.44196044712
I07	0.52590489709
I07	0.325963718821
I07	0.360465116279
I07	0.457670273711
I07	0.425742574257
I07	0.366923076923
I07	0.361641896674
I07	0.31190324634
I07	0.666233766234
I07	0.516940948693
I07	0.507142857143
I07	0.506243996158
I07	0.290398126464
I07	0.436279069767
I07	0.524630541872
I07	0.358056265985
I07	0.458666666667
I07	0.673398730525
I07	0.67055393586
I07	0.655421686747
I07	0.449817518248
I08	0.698319941563
I08	0.726490066225
I08	0.726890756303
I08	0.689522342065
I08	0.72619047619
I08	0.679175864606
I08	0.718224613315
I08	0.721021611002
I08	0.817246835443
I08	0.814903846154
I08	0.722110888444
I08	0.726557377049
I08	0.641550841258
I08	0.504901960784
I08	0.771129394166
I08	0.477477477477
I08	0.767300380228
I08	0.70782940802
I08	0.685148514851
I08	0.691967575534
I08	0.78313253012
I08	0.617445054945
I08	0.589285714286
I08	0.606037151703
I08	0.67004048583
I08	0.646075581395
I08	0.711175616836
I08	0.804116394606
I08	0.73260359656
I08	0.559708295351
I08	0.593244194229
I08	0.597637248089
I08	0.663128096249
I08	0.647928994083
I08	0.526378896882
I08	0.570861678005
I08	0.580521960535
I08	0.565533980583
I08	0.686936936937
I08	0.664772727273
I08	0.79477250726
I08	0.8371886121
I08	0.568965517241
I08	0.693972179289
I08	0.793488372093
I08	0.524611398964
I08	0.561381074169
I08	0.81884057971
I08	0.763980263158
I08	0.600215517241
I08	0.646142958245
I08	0.569249542404
I08	0.908396946565
I08	0.699656357388
I08	0.703875968992
I08	0.703576341128
I08	0.700206753963
I08	0.218068535826
I08	0.516978922717
I08	0.673725490196
I08	0.702462380301
I08	0.647321428571
I08	0.789337919175
I08	0.909967845659
I08	0.585818422797
I08	0.703383162864
I08	0.694422623723
I08	0.673531655225
I08	0.804744525547
I08	0.712183156173
I08	0.600911458333
I08	0.668461538462
I08	0.831537708129
I08	0.693023255814
I08	0.863265306122
I08	0.871277617675
I08	0.656023222061
I08	0.793777777778
I08	0.848111658456
I08	0.805037313433
I08	0.801110083256
I08	0.823033707865
I09	0.190988567586
I09	0.126369612856
I09	0.207947019868
I09	0.211803278689
I09	0.212424849699
I09	0.18878248974
I09	0.187070151307
I09	0.208906352325
I09	0.210843373494
I09	0.103752759382
I09	0.109064112012
I09	0.137642585551
I09	0.136873597607
I09	0.0714285714286
I09	0.196314670446
I09	0.0948487326247
I09	0.212962962963
I09	0.105442176871
I09	0.0776575429663
I09	0.182632667126
I09	0.184192439863
I09	0.164556962025
I09	0.167467948718
I09	0.0922595777952
I09	0.107664233577
I09	0.0794701986755
I09	0.191137566138
I09	0.190163934426
I09	0.102264426589
I09	0.186092715232
I09	0.0832049306626
I09	0.190380761523
I09	0.212603437301
I09	0.184158415842
I09	0.108628659476
I09	0.0997876857749
I09	0.0806686046512
I09	0.0983477576711
I09	0.0903377847604
I09	0.119603680113
I09	0.0798816568047
I09	0.103202846975
I09	0.078431372549
I09	0.182112068966
I09	0.130666666667
I09	0.0762094102054
I09	0.0877192982456
I09	0.0847457627119
I09	0.162790697674
I09	0.160935350757
I09	0.0968992248062
I09	0.08984375
I09	0.629533678756
I09	0.0930930930931
I09	0.25266146203
I09	0.128751210068
LRR	0.412921348315
LRR	0.549719101124
CC	0.0702247191011
ID	0.928370786517
NB	0.252528089888
LRR	0.645224719101
LRR	0.822752808989
LRR	0.730898876404
ID	0.797674418605
NB	0.177408637874
LRR	0.425581395349
ID	0.895947802198
LRR	0.491071428571
NB	0.240041208791
NB	0.282206632653
LRR	0.610650510204
LRR	0.46237244898
ID	0.942920918367
LRR	0.797193877551
LRR	0.914859693878
LRR	0.708227040816
LRR	0.565891472868
NB	0.26007751938
ID	0.821705426357
ID	0.910852713178
NB	0.232618343195
LRR	0.502588757396
ID	0.832100591716
LRR	0.505580357143
ID	0.826264880952
NB	0.234375
LRR	0.429743223966
LRR	0.611626248217
NB	0.232881597718
ID	0.892296718973
LRR	0.427766032417
LRR	0.610993657505
ID	0.900634249471
CC	0.53347427766
CC	0.031007751938
CC	0.0859760394644
NB	0.22903453136
LRR	0.6353974122
NB	0.300369685767
ID	0.941312384473
LRR	0.666666666667
LRR	0.444711538462
ID	0.939903846154
NB	0.364983974359
ID	0.835924713584
NB	0.494271685761
ID	0.922258592471
LRR	0.695990180033
NB	0.348722986248
ID	0.87459070072
ID	0.907007203667
LRR	0.576620825147
LRR	0.493686868687
LRR	0.532512626263
NB	0.306818181818
LRR	0.550820707071
ID	0.958017676768
ID	0.873106060606
ID	0.761994949495
ID	0.978427612656
NB	0.298657718121
CC	0.114093959732
LRR	0.643815915628
CC	0.0530785562633
ID	0.859872611465
LRR	0.603680113234
LRR	0.449752300071
NB	0.240976645435
NB	0.351521164021
ID	0.877645502646
ID	0.908068783069
LRR	0.590608465608
LRR	0.704715568862
LRR	0.560628742515
NB	0.140344311377
CC	0.635479041916
LRR	0.46744011976
LRR	0.821856287425
LRR	0.283308383234
ID	0.951721556886
ID	0.827711941659
NB	0.216499544211
CC	0.0998475609756
ID	0.894817073171
LRR	0.513338414634
CC	0.030868902439
NB	0.243521341463
ID	0.861943024105
ID	0.897370343316
LRR	0.539810080351
NB	0.282322863404
NB	0.299019607843
ID	0.825980392157
ID	0.720588235294
